1.251124e+02,2.082333e+02,2.913542e+02,6.795971e-07,-4.684055e-04,1.373682e-01,0.000000e+00
1.251124e+02,2.082333e+02,2.913542e+02,6.795971e-07,-4.684055e-04,1.373682e-01,0.000000e+00
1.251124e+02,2.082333e+02,2.913542e+02,6.795971e-07,-4.684055e-04,1.373682e-01,0.000000e+00
1.251124e+02,2.082333e+02,2.913542e+02,6.795971e-07,-4.684055e-04,1.373682e-01,0.000000e+00
1.251124e+02,2.082333e+02,2.913542e+02,6.795971e-07,-4.684055e-04,1.373682e-01,0.000000e+00
1.251124e+02,2.082333e+02,2.913542e+02,6.795971e-07,-4.684055e-04,1.373682e-01,0.000000e+00
1.251124e+02,2.082333e+02,2.913542e+02,6.795971e-07,-4.684055e-04,1.373682e-01,0.000000e+00
1.251124e+02,2.082333e+02,2.913542e+02,6.795971e-07,-4.684055e-04,1.373682e-01,0.000000e+00
1.251124e+02,2.082333e+02,2.913542e+02,6.795971e-07,-4.684055e-04,1.373682e-01,0.000000e+00
1.251124e+02,2.082333e+02,2.913542e+02,6.795971e-07,-4.684055e-04,1.373682e-01,0.000000e+00
